LA Number,Establishment Number,URN,School Phase,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
919,3987,135221,Primary,13,21,5,9.6,13.8,3.4,21.6,"£43,811"
919,3988,135222,Primary,20,24,5,18.2,19.3,4.4,17.4,"£35,888"
919,3989,135223,Primary,18,29,6,17.4,22.7,5.1,24.1,"£32,952"
919,3990,135224,Primary,24,25,9,21.0,19.5,6.4,20.3,"£37,237"
302,3523,135226,Primary,36,38,14,29.2,25.0,12.2,22.3,"£45,731"
380,7031,135228,Not applicable,39,131,14,35.4,100.9,12.7,6.8,"£40,962"
380,7032,135229,Not applicable,35,94,9,34.6,73.9,7.4,7,"£41,008"
305,7012,135232,Not applicable,43,131,14,39.6,116.0,12.7,7.5,"£43,380"
333,6907,135234,Secondary,97,15,43,92.0,11.9,37.3,14.4,"£40,121"
936,3941,135237,Primary,18,29,7,17.6,21.5,5.4,23,"£39,717"
213,6907,135242,All-through,66,16,10,65.6,15.8,9.7,18,"£44,530"
894,3367,135244,Primary,8,11,3,7.6,7.1,2.9,27.5,"£43,787"
896,3815,135246,Primary,20,24,3,18.9,18.2,2.6,21,"£38,115"
306,6905,135249,Secondary,130,13,46,130.0,13.0,44.0,16.4,"£40,991"
896,3817,135256,Primary,16,17,7,15.0,13.5,5.2,19.1,"£41,357"
353,3506,135258,Primary,32,34,8,29.0,23.5,6.5,21.6,"£40,049"
313,3941,135261,Primary,23,18,4,19.6,12.8,3.6,20.8,"£48,363"
356,6905,135262,Secondary,61,17,23,60.0,15.8,22.5,16.4,"£38,612"
874,6905,135263,All-through,141,49,66,133.5,42.0,62.4,17.8,"£41,727"
209,6907,135264,All-through,73,26,16,71.1,25.8,16.0,14.3,"£49,008"
931,3861,135265,Primary,28,29,9,21.2,17.5,6.1,20.5,"£41,157"
916,3372,135266,Primary,18,15,5,11.0,5.4,2.1,18.8,"£38,887"
341,3965,135267,Primary,21,18,6,19.8,14.9,6.0,21,"£40,546"
826,3390,135270,Primary,29,29,17,24.7,22.0,12.4,18.8,"£37,389"
826,3391,135271,Primary,62,51,11,55.2,40.2,9.9,21.7,"£36,639"
826,3392,135272,Primary,32,36,15,29.1,26.0,8.8,22.8,"£36,034"
352,3506,135279,Primary,18,22,5,17.6,21.6,4.1,22.8,"£40,279"
860,3500,135281,Primary,21,11,16,18.4,9.5,13.0,19,"£39,066"
928,3514,135283,Primary,12,10,7,10.1,8.0,6.2,23.8,"£39,180"
391,3875,135286,Primary,23,22,2,21.3,17.1,1.8,21.2,"£42,495"
373,7043,135287,Not applicable,32,67,7,26.0,49.8,6.4,7,"£41,826"
333,3409,135288,Primary,24,30,8,22.5,24.6,7.4,21.5,"£41,536"
886,6909,135290,Secondary,75,25,43,71.4,19.5,37.1,14.7,"£42,146"
812,6907,135294,Secondary,52,12,17,48.9,12.0,15.6,20.4,"£36,867"
803,6906,135295,Secondary,71,18,33,62.4,15.4,26.4,19.4,"£43,695"
352,6907,135296,All-through,105,54,34,96.8,50.2,29.8,15.7,"£43,123"
886,6910,135297,Secondary,61,20,22,56.8,16.5,20.1,24.4,"£45,860"
801,6907,135300,Secondary,75,25,32,69.0,24.1,28.3,17.2,"£39,881"
886,6911,135305,Secondary,43,18,30,41.9,16.6,21.2,16.3,"£40,943"
928,6906,135306,Secondary,80,23,18,77.3,21.5,17.1,14.4,"£43,121"
355,3806,135307,Primary,18,14,18,16.0,13.3,5.2,20.9,"£40,123"
851,7472,135308,Not applicable,39,45,41,34.2,38.3,34.6,3.7,"£37,565"
306,6906,135311,Secondary,74,11,24,72.6,10.2,22.9,17.8,"£41,721"
354,6905,135313,Secondary,51,7,18,48.4,5.9,17.6,15.7,"£41,829"
841,6905,135314,Secondary,31,5,9,30.2,5.0,9.0,16.9,"£44,975"
210,6909,135315,Secondary,60,14,33,59.4,13.0,32.1,17.8,"£51,019"
212,6905,135316,Secondary,97,36,29,91.8,32.4,26.8,14.4,"£46,880"
928,6907,135317,Secondary,87,13,16,80.8,12.2,14.9,14.8,"£40,941"
838,3702,135323,Primary,8,8,10,6.2,3.2,2.7,16.9,"£42,011"
895,3818,135327,Primary,26,15,6,21.4,9.4,4.6,17.6,"£37,776"
881,3837,135328,Primary,19,24,7,18.8,13.5,5.2,21.1,"£39,262"
331,6905,135335,Secondary,45,3,19,44.4,3.0,19.0,16.5,"£40,358"
821,6905,135337,Secondary,100,17,39,96.2,16.7,36.4,15.4,"£39,811"
821,6906,135338,Secondary,75,26,38,74.0,20.6,36.6,18.7,"£38,536"
353,3507,135341,Primary,19,16,4,16.7,13.4,3.5,21.4,"£39,366"
831,7029,135345,Not applicable,48,24,28,44.9,20.5,26.3,1.8,"£43,781"
888,7118,135346,Not applicable,22,48,14,19.9,40.7,8.3,9,"£45,684"
888,7119,135347,Not applicable,11,33,7,9.4,23.7,4.0,7.6,"£45,246"
879,3772,135348,Primary,34,48,10,30.6,34.4,7.7,16.8,"£40,735"
916,3373,135353,Primary,22,27,8,18.6,15.3,5.1,21.8,"£40,087"
866,6905,135364,All-through,120,60,63,116.3,53.2,53.7,16.5,"£38,242"
931,6905,135365,Secondary,69,16,31,66.0,13.0,28.0,15.3,"£40,537"
380,6906,135367,All-through,106,62,49,102.8,55.0,47.4,16.9,"£42,130"
886,6913,135371,Secondary,63,9,25,59.5,8.7,22.0,21.6,"£38,436"
886,6912,135372,Secondary,31,13,15,30.4,12.7,14.1,20.2,"£41,059"
822,3352,135374,Primary,20,24,4,19.2,21.1,3.7,22.3,"£35,551"
874,7025,135386,Not applicable,16,12,3,13.5,10.9,2.4,3.6,"£40,459"
208,6906,135389,Secondary,24,8,13,23.2,8.0,12.8,21.9,"£52,532"
391,6905,135423,All-through,111,35,27,107.2,34.0,25.5,14.1,"£42,986"
891,3795,135433,Primary,20,14,4,17.3,9.6,2.9,21.7,"£39,085"
916,3374,135437,Primary,6,4,2,6.0,2.5,1.3,14.2,"£35,702"
333,6908,135449,Secondary,73,14,25,70.3,11.6,23.7,16.1,"£39,585"
888,7120,135457,Not applicable,17,41,6,17.0,35.6,5.5,7.2,"£40,598"
891,3796,135458,Primary,15,11,4,12.8,6.8,3.2,23.3,"£40,256"
872,3372,135459,Primary,21,33,5,17.3,22.8,3.2,15.9,"£36,132"
335,7014,135461,Not applicable,13,18,5,13.0,15.3,4.0,5.8,"£40,105"
340,4615,135479,Secondary,75,25,19,72.9,21.7,17.4,13.7,"£41,927"
340,4616,135481,Secondary,41,18,14,39.7,16.3,13.2,18.5,"£45,150"
307,3512,135482,Primary,20,12,4,18.3,10.6,3.7,22.6,"£47,399"
865,3472,135484,Primary,15,27,5,13.8,12.5,3.9,22.4,"£41,426"
894,3368,135496,Primary,15,19,2,14.0,15.1,2.0,23.3,"£41,654"
344,3376,135497,Primary,11,23,9,9.0,10.8,4.3,25.5,"£42,918"
830,3551,135498,Primary,19,36,3,16.7,20.1,2.5,24.7,"£38,676"
896,3820,135505,Primary,12,8,3,9.9,6.6,3.0,20.5,"£42,847"
302,6906,135507,All-through,88,32,35,86.3,30.1,33.5,18.1,"£44,717"
357,6905,135508,Secondary,82,10,27,81.3,9.6,24.9,15.7,"£42,261"
919,3992,135528,Primary,24,22,4,21.2,13.8,2.6,18.3,"£38,151"
850,3670,135529,Primary,12,13,4,11.3,9.4,3.7,15.7,"£38,719"
207,6905,135531,Secondary,74,10,20,73.0,8.8,19.7,16.2,"£49,327"
371,7015,135547,Not applicable,21,36,7,20.8,27.7,3.8,6,"£41,568"
921,4604,135552,Secondary,83,17,32,75.3,14.1,28.3,16.8,"£42,874"
313,3942,135562,Primary,32,25,12,29.3,16.9,9.4,21.5,"£44,393"
925,6905,135563,All-through,67,50,24,63.9,40.7,22.4,16.4,"£41,306"
925,6906,135564,Secondary,60,19,39,58.9,15.6,25.9,15.6,"£41,335"
925,6907,135565,Secondary,120,31,22,106.1,25.1,19.2,16.8,"£41,682"
936,3944,135566,Primary,17,13,5,15.1,10.4,4.5,16,"£37,914"
895,3821,135567,Primary,21,16,4,16.5,11.4,3.7,18.5,"£41,305"
873,3945,135568,Primary,21,30,6,19.1,22.9,4.2,21.5,"£40,231"
331,7024,135569,Not applicable,25,54,14,23.9,49.1,10.8,6.5,"£38,356"
892,7042,135573,Not applicable,28,55,16,24.9,47.1,12.0,6.5,"£38,973"
801,6908,135575,Secondary,73,13,40,68.8,11.7,33.3,16.6,"£43,796"
889,6905,135580,Secondary,73,16,32,69.8,14.6,31.1,17.2,"£40,702"
801,6909,135581,Secondary,71,7,21,59.4,5.9,16.1,15.6,"£39,024"
894,6906,135582,Secondary,76,37,20,74.1,22.7,17.5,15,"£39,303"
891,6905,135583,Secondary,81,38,16,73.8,32.9,13.9,14.1,"£37,906"
210,6912,135584,All-through,94,12,22,93.6,10.9,21.6,13.8,"£45,242"
881,3839,135585,Primary,18,20,14,15.6,12.8,6.8,25.6,"£39,375"
206,6906,135587,Secondary,51,14,19,50.8,13.9,19.0,16.7,"£47,484"
311,3509,135588,Primary,26,34,6,24.6,18.6,5.5,24.5,"£44,337"
801,6910,135597,All-through,75,38,30,72.5,31.4,24.1,16.3,"£38,832"
810,6905,135598,Secondary,108,45,44,101.7,40.6,37.0,14.2,"£40,690"
333,6909,135599,Secondary,82,21,19,81.8,18.9,16.4,14.6,"£36,413"
304,6906,135600,All-through,78,30,24,77.6,28.0,20.3,20.2,"£49,294"
938,3372,135607,Primary,24,22,6,19.7,12.6,3.7,21,"£39,332"
933,3494,135612,Primary,28,35,8,22.7,25.8,5.6,18.6,"£40,508"
208,3643,135614,Primary,15,18,6,14.8,16.0,4.5,15.8,"£44,406"
929,6905,135619,All-through,118,36,27,106.8,27.6,25.5,17.4,"£43,707"
909,6905,135620,Secondary,52,10,17,48.7,9.9,15.3,16.7,"£39,666"
909,6906,135621,Secondary,65,14,27,60.2,11.7,25.3,15.5,"£40,288"
852,6905,135628,Secondary,48,9,31,45.2,7.6,26.5,15.8,"£38,339"
852,6906,135629,Secondary,53,11,27,52.2,9.6,23.5,17,"£39,620"
886,6914,135630,Secondary,59,18,22,53.0,13.4,18.8,19.1,"£45,414"
871,6905,135631,Secondary,38,12,23,37.5,10.3,22.4,30.2,"£45,343"
909,6907,135632,Secondary,72,32,46,66.7,30.8,34.9,18,"£41,301"
929,3923,135634,Primary,7,6,2,6.2,5.3,1.9,16.9,"£39,069"
896,3822,135635,Primary,18,15,5,16.0,13.2,3.8,21.8,"£39,538"
352,3507,135648,Primary,18,22,4,16.7,18.0,3.5,27,"£42,173"
888,6905,135649,Secondary,68,15,40,63.6,11.7,36.0,17.3,"£40,883"
926,6905,135650,Secondary,41,14,29,38.0,11.9,22.2,15.6,"£42,526"
881,6905,135651,Secondary,49,9,23,45.2,7.4,16.1,19.4,"£44,685"
881,6906,135652,Secondary,86,16,24,82.7,14.9,20.8,18.5,"£43,047"
881,6907,135653,Secondary,59,10,28,55.2,8.2,21.8,17.7,"£42,831"
306,6907,135654,Secondary,24,3,18,23.3,2.4,15.4,39.3,"£47,657"
355,6906,135661,Secondary,49,12,17,48.6,11.0,16.4,16.5,"£38,490"
884,6905,135662,Secondary,38,14,27,36.8,11.0,22.7,14.6,"£41,541"
801,6911,135663,Secondary,53,4,22,48.6,3.7,20.4,17.9,"£41,047"
826,6905,135665,Secondary,81,18,38,78.8,16.9,34.9,15.6,"£43,921"
801,6912,135671,Secondary,58,12,18,54.8,10.2,15.1,14.5,"£40,472"
884,6906,135672,All-through,35,25,14,28.1,13.2,10.4,12,"£25,518"
813,6905,135674,Secondary,42,16,20,42.0,14.7,18.8,17.8,"£44,572"
213,6908,135676,Secondary,90,19,23,86.1,17.6,21.5,14,"£48,914"
303,6906,135677,Secondary,78,14,25,77.0,11.8,21.4,15.5,"£42,971"
811,2478,135700,Primary,22,19,11,20.7,14.2,9.0,17.7,"£38,228"
353,3393,135720,Primary,24,23,9,22.0,18.8,6.7,19.6,"£40,779"
886,6915,135721,Secondary,89,41,45,83.8,33.7,43.5,17.1,"£39,100"
916,2200,135727,Primary,19,35,5,17.9,20.8,3.2,18.4,"£36,974"
876,4721,135731,Secondary,47,8,18,44.1,7.2,16.0,12.4,"£44,371"
896,2014,135736,Primary,17,8,3,15.3,6.6,2.2,16.8,"£39,486"
873,3302,135740,Primary,20,14,4,16.8,11.7,3.4,17.4,"£37,784"
938,6911,135744,Secondary,72,13,24,67.3,10.7,21.8,17.4,"£41,285"
938,6912,135745,Secondary,80,14,42,73.2,11.6,40.6,18.3,"£42,158"
356,2284,135746,Primary,20,19,5,19.1,12.8,3.9,22.2,"£41,222"
302,5427,135747,Secondary,115,41,50,103.7,33.7,37.4,12.8,"£46,352"
938,6913,135760,Secondary,73,9,33,67.5,8.0,27.5,17,"£42,539"
892,6906,135761,Secondary,43,19,10,39.9,18.3,8.7,18.6,"£42,544"
212,4008,135762,Secondary,58,25,19,55.0,20.1,17.5,13.5,"£44,804"
335,6906,135769,Secondary,98,31,23,94.3,27.1,21.8,15.2,"£43,029"
350,6905,135770,Secondary,75,15,27,72.6,14.6,27.0,14.1,"£36,008"
801,3439,135779,Primary,19,47,5,13.7,19.7,2.8,17.2,"£39,247"
893,5206,135789,Primary,18,44,4,17.6,16.0,3.4,23.7,"£40,956"
893,5207,135790,Primary,6,15,2,6.0,7.0,0.9,19.1,"£39,626"
885,7026,135791,Not applicable,47,94,27,43.6,73.6,20.0,6.4,"£39,892"
354,5402,135795,Secondary,95,35,30,91.4,30.4,28.7,14.1,"£38,956"
340,3363,135796,Primary,24,22,4,20.5,15.4,4.0,19.8,"£38,393"
866,5222,135797,Primary,24,28,7,19.8,15.6,4.8,23.3,"£37,042"
865,6905,135804,Secondary,56,13,36,53.5,11.1,31.5,19.4,"£40,010"
340,3364,135807,Primary,24,38,7,23.2,32.3,5.7,20.2,"£41,158"
311,2097,135812,Primary,31,24,10,29.6,19.4,9.4,21.3,"£43,070"
938,3376,135813,Primary,40,26,8,33.3,16.0,6.3,18.4,"£38,739"
210,6913,135816,Secondary,62,5,22,59.3,5.0,20.8,14.3,"£48,504"
394,6906,135818,Secondary,62,10,17,59.9,6.8,16.6,16.2,"£44,579"
895,5205,135820,Primary,8,9,2,7.1,5.3,1.4,14.6,"£38,629"
850,7041,135823,Not applicable,18,55,6,17.2,39.7,5.8,7.5,"£44,412"
886,5468,135826,Secondary,65,24,24,61.1,19.4,21.8,14.6,"£41,631"
803,7032,135827,Not applicable,15,17,7,13.7,14.3,6.6,4.3,"£47,932"
933,2335,135830,Primary,21,26,4,16.6,16.7,3.1,24.9,"£39,523"
313,2083,135831,Primary,38,19,11,34.8,13.9,5.3,16.5,"£42,176"
933,3290,135832,Primary,7,9,2,5.4,4.5,1.3,20.7,"£38,985"
204,6908,135835,Secondary,98,61,9,92.5,50.9,6.3,12.5,"£49,264"
840,3527,135838,Primary,16,11,6,16.0,11.0,4.2,21.7,"£42,460"
359,3438,135841,Primary,24,26,7,21.6,19.4,6.0,17.2,"£41,662"
393,3318,135842,Primary,13,5,5,12.5,5.0,5.0,19,"£37,142"
209,5201,135843,All-through,53,19,22,51.4,18.5,20.6,15,"£48,613"
879,3777,135853,Primary,25,25,9,18.8,16.7,5.0,17.9,"£39,737"
916,5221,135857,Primary,17,25,2,14.4,14.9,2.0,22,"£39,768"
888,5207,135860,Primary,24,22,12,24.0,14.4,4.1,24.8,"£40,158"
381,5208,135862,Primary,12,9,2,8.7,5.5,1.4,19.6,"£42,923"
357,6906,135864,Secondary,61,14,30,59.0,12.5,27.4,15.3,"£44,675"
380,6908,135866,All-through,125,36,22,122.5,33.2,21.3,15.7,"£44,250"
801,3441,135867,Primary,47,22,27,40.2,18.7,15.8,18.8,"£40,392"
891,3331,135868,Primary,20,19,6,15.4,12.2,3.1,14.5,"£38,184"
801,3442,135872,Primary,23,31,6,20.8,21.1,4.7,22.9,"£39,933"
352,6908,135874,Secondary,86,21,37,83.6,20.5,35.1,14.4,"£38,968"
352,6909,135875,Secondary,70,26,37,67.8,25.3,36.3,14.6,"£43,375"
919,6905,135876,Secondary,61,9,22,56.3,8.6,21.3,19.7,"£43,325"
344,6905,135877,All-through,71,18,19,64.3,12.5,18.4,18.3,"£37,896"
394,6907,135878,Secondary,21,11,11,21.0,10.6,10.5,17.9,"£41,292"
825,6905,135879,All-through,99,46,28,94.4,41.8,26.6,17.7,"£39,167"
313,3943,135880,Primary,39,30,8,36.0,20.7,5.6,17.7,"£40,847"
892,6907,135881,All-through,143,62,39,127.4,52.7,35.6,18.3,"£43,460"
850,3671,135885,Primary,11,11,5,9.2,8.0,3.0,21.2,"£40,784"
929,6906,135886,Secondary,71,27,33,64.1,22.3,27.9,14.9,"£38,502"
850,3672,135887,Primary,33,32,11,31.1,27.8,9.0,21.4,"£35,616"
886,6916,135888,Secondary,63,16,33,59.8,13.1,31.2,18.4,"£40,697"
881,6908,135895,Secondary,38,21,15,37.4,21.0,14.4,22.4,"£36,763"
881,6909,135897,Secondary,46,15,18,45.6,15.0,16.7,13.3,"£38,376"
881,3840,135903,Primary,19,17,6,13.5,7.3,4.7,23.9,"£42,912"
926,6906,135904,Secondary,49,6,20,46.3,6.0,19.1,14,"£38,897"
330,6905,135907,Secondary,60,7,17,58.2,5.7,16.3,14.1,"£40,493"
330,6907,135911,Secondary,57,10,18,56.2,9.4,18.0,15.7,"£42,924"
885,6905,135913,Secondary,75,16,21,69.8,14.4,20.1,15.3,"£42,767"
373,6907,135934,Secondary,51,14,18,49.0,12.5,16.4,16.7,"£39,854"
383,6906,135935,Secondary,77,9,67,76.4,8.4,57.7,16.9,"£36,453"
888,6906,135936,Secondary,43,3,15,42.2,3.0,14.9,16.8,"£41,454"
909,6908,135940,Secondary,65,36,22,63.1,31.6,20.7,17.1,"£44,394"
371,6906,135942,Secondary,40,19,16,39.0,15.2,14.7,18.4,"£38,473"
810,6906,135945,Secondary,143,31,45,136.9,26.3,43.3,11.2,"£41,037"
823,6905,135946,Secondary,36,10,21,35.1,8.6,20.0,20.3,"£48,630"
303,6907,135951,Secondary,68,5,28,65.6,5.0,26.4,16.1,"£45,985"
306,6908,135955,Secondary,76,13,23,74.3,11.4,22.1,17.5,"£42,500"
335,6907,135956,Secondary,61,14,24,61.0,12.9,23.0,15.3,"£42,892"
881,6910,135957,Secondary,78,43,36,75.1,32.2,31.1,17,"£42,964"
308,6906,135958,All-through,83,38,29,81.3,36.1,27.6,18.5,"£43,602"
801,6913,135959,Secondary,65,20,29,61.1,18.9,27.1,16.6,"£33,703"
883,6906,135960,Secondary,43,10,21,43.0,9.2,18.2,15.2,"£42,030"
384,6905,135961,Secondary,118,43,36,108.7,31.5,33.7,18.6,"£39,530"
938,6914,135962,Secondary,111,44,47,98.7,30.5,38.5,18.2,"£43,317"
371,6907,135963,Secondary,68,22,27,62.0,18.9,23.0,17.6,"£40,922"
887,6905,135964,Secondary,61,19,23,58.6,14.9,17.7,23.2,"£44,415"
851,6905,135965,Secondary,35,14,8,34.0,13.1,8.0,22.7,"£42,195"
928,6908,135966,All-through,124,35,35,115.6,31.3,32.4,15.6,"£40,722"
928,6909,135967,Secondary,82,20,17,81.0,19.2,16.3,15.4,"£37,891"
306,6909,135968,All-through,105,58,22,98.0,44.1,21.7,19,"£41,613"
330,6908,135970,Secondary,56,9,22,53.2,6.4,20.4,17.1,"£42,937"
334,6906,135971,Secondary,84,22,26,77.0,18.7,20.6,16.6,"£43,519"
304,6907,135973,Secondary,58,9,22,58.0,8.5,21.0,17.6,"£47,246"
333,6910,135979,Secondary,59,22,23,57.4,18.1,22.3,18.9,"£46,653"
874,6906,135980,Secondary,70,19,23,67.9,17.5,21.2,14.8,"£42,329"
916,3375,135985,Primary,21,22,4,19.0,13.1,3.7,17.7,"£38,190"
886,5229,135994,Primary,30,33,9,28.4,26.8,6.1,21.9,"£39,430"
822,3024,135996,Primary,25,43,11,22.6,26.5,7.9,24.8,"£37,628"
384,3343,136005,Primary,20,40,11,17.4,17.2,6.6,23.1,"£39,280"
891,3797,136006,Primary,14,21,5,11.6,15.6,4.1,22.2,"£41,585"
921,2043,136008,Primary,20,27,5,18.0,19.1,2.5,22.7,"£40,775"
921,4030,136010,Secondary,93,34,34,79.5,28.4,31.9,16.5,"£39,882"
921,4032,136012,Secondary,37,28,15,33.0,24.2,14.5,17.6,"£42,294"
921,2044,136013,All-through,77,57,40,67.4,40.2,30.2,19,"£40,155"
916,6905,136016,Secondary,61,16,23,58.1,13.0,21.5,16.3,"£42,510"
353,6905,136027,Secondary,90,26,23,87.6,24.9,22.2,16.5,"£42,393"
301,4704,136028,Secondary,99,29,31,97.3,26.0,28.0,14.7,"£50,249"
330,6909,136032,Secondary,76,5,18,73.2,4.6,16.1,15.9,"£39,404"
372,6905,136042,Secondary,77,18,40,73.0,16.4,36.3,15.5,"£42,567"
925,6909,136044,Secondary,162,74,53,144.0,53.8,47.3,15.5,"£41,737"
344,3375,136056,Primary,11,15,3,8.6,8.1,2.5,16.5,"£40,832"
813,2181,136058,Primary,17,20,5,15.2,13.0,4.1,21,"£39,739"
937,2083,136061,Primary,22,25,6,20.6,19.2,3.9,20.7,"£39,725"
341,2176,136062,Primary,13,11,5,12.8,9.7,4.8,17.4,"£42,487"
803,2011,136066,Primary,23,26,5,16.9,14.8,2.9,24.3,"£41,551"
866,2012,136068,Primary,19,19,16,18.0,12.9,8.0,22.8,"£38,271"
916,2185,136074,Primary,24,35,8,22.2,25.4,5.2,18.4,"£38,066"
355,2041,136076,Primary,29,38,13,27.6,30.1,8.4,17.5,"£39,710"
850,2107,136078,Primary,20,34,7,19.0,24.7,6.1,22,"£37,851"
355,2042,136079,Primary,27,30,16,24.0,23.5,6.8,20.5,"£40,560"
355,2043,136080,Primary,17,25,13,15.9,17.1,5.7,15.3,"£38,317"
822,6905,136085,Secondary,80,25,44,76.2,22.0,38.4,15.7,"£41,569"
358,3332,136087,Primary,34,24,6,28.3,20.3,4.8,22.2,"£40,221"
311,6905,136090,Secondary,87,21,28,82.3,17.8,24.9,14.4,"£43,301"
333,4028,136091,Secondary,125,49,44,116.4,38.1,39.2,16.6,"£43,187"
381,6905,136094,Secondary,109,41,49,108.6,35.7,47.9,14.3,"£38,721"
861,6905,136102,Secondary,59,22,28,56.1,18.9,26.3,18.1,"£44,333"
352,6913,136105,Secondary,101,12,22,96.8,11.0,20.0,12.3,"£39,871"
845,6905,136106,Secondary,60,25,24,54.4,20.3,21.4,14.5,"£42,725"
887,6906,136107,Secondary,105,23,42,99.4,19.6,38.6,13.8,"£40,801"
887,6907,136108,Secondary,62,17,18,61.0,15.8,17.6,18,"£39,826"
382,3049,136109,Primary,22,36,9,20.3,23.7,6.6,21.1,"£42,911"
801,2028,136111,Primary,29,33,9,26.5,17.9,6.6,20.9,"£37,263"
938,7013,136114,Not applicable,42,89,16,36.4,71.9,10.7,7.4,"£40,774"
353,6906,136115,Secondary,63,14,30,62.4,13.2,28.5,20.7,"£38,548"
341,2242,136118,Primary,27,29,7,26.3,27.7,7.0,18.4,"£35,373"
341,6908,136119,Secondary,52,23,12,46.1,20.8,10.4,17.9,"£42,098"
839,6905,136120,Secondary,80,27,29,78.0,22.0,25.1,15.2,"£40,508"
344,3363,136124,Primary,14,19,3,11.9,13.1,1.9,16.2,"£38,615"
839,6906,136125,Secondary,79,17,54,73.4,13.6,49.6,13,"£41,166"
331,6906,136126,Secondary,118,31,65,109.9,27.3,53.2,13.3,"£41,897"
830,6905,136127,Secondary,57,21,29,53.1,17.8,26.9,15.8,"£43,489"
886,6905,136128,Secondary,85,20,27,79.9,18.0,23.3,17.6,"£42,893"
350,6907,136135,Secondary,36,13,14,36.0,11.9,12.5,18.8,"£36,525"
860,6905,136136,Secondary,47,15,22,46.4,13.9,19.4,19.5,"£40,761"
204,6909,136137,Secondary,68,19,24,68.0,19.0,24.0,15.2,"£40,511"
342,6905,136141,Secondary,83,40,21,80.8,33.7,20.3,16.5,"£42,054"
879,6905,136142,Secondary,49,13,17,46.7,11.3,15.7,12.4,"£41,581"
861,6906,136145,Secondary,59,27,26,58.0,25.2,24.3,19,"£39,664"
808,6906,136146,Secondary,37,17,16,35.9,16.6,14.9,17.3,"£46,722"
308,6907,136147,Secondary,87,25,23,85.7,22.5,21.8,16.5,"£50,183"
330,6906,136152,Secondary,78,7,27,73.8,6.2,25.1,16.2,"£45,541"
850,6905,136156,Secondary,37,9,14,36.2,8.1,13.7,15.4,"£34,128"
937,6905,136158,Secondary,45,6,19,43.5,6.0,18.3,17.7,"£39,283"
393,3319,136163,Primary,26,27,5,24.7,24.5,5.0,18.2,"£39,362"
846,6905,136164,Secondary,53,26,25,51.6,21.2,23.0,16.9,"£41,067"
205,6906,136172,Secondary,66,10,23,64.6,9.3,21.7,14.5,"£41,805"
352,6914,136174,Secondary,85,40,48,83.3,39.8,47.4,17.7,"£33,597"
886,6917,136175,Secondary,75,29,31,70.3,21.9,26.2,11.8,"£38,936"
886,6918,136177,Secondary,51,6,52,50.5,6.0,49.4,9.5,"£48,814"
393,3320,136178,Primary,30,26,6,30.0,24.0,5.8,21.6,"£37,941"
865,6906,136183,Secondary,41,12,16,39.4,9.7,14.1,13.5,"£39,584"
896,6906,136184,Secondary,63,14,30,61.1,11.4,25.7,16.6,"£43,005"
876,6905,136185,Secondary,82,21,32,75.4,17.3,27.0,15.6,"£39,220"
926,6907,136186,Secondary,88,27,36,80.1,20.9,31.5,15.9,"£41,250"
926,6908,136187,Secondary,56,27,41,55.6,21.7,26.9,16,"£38,631"
313,3944,136191,Primary,27,14,5,20.8,10.9,3.9,20.2,"£40,960"
812,6908,136192,Secondary,72,17,11,69.0,14.4,10.6,12.9,"£36,801"
933,6905,136193,Secondary,48,19,21,44.0,16.5,13.0,17.8,"£41,176"
925,6910,136194,Secondary,89,23,29,84.5,18.9,27.7,16.4,"£42,128"
881,6911,136195,Secondary,53,16,17,51.6,13.6,16.5,15.8,"£37,997"
886,6919,136197,All-through,107,35,47,104.2,35.0,42.5,15.5,"£35,702"
380,6909,136198,Secondary,41,19,19,40.2,16.5,18.0,15.7,"£39,193"
878,6905,136200,All-through,29,13,7,25.8,8.4,6.4,16.6,"£40,562"
928,6910,136201,Secondary,54,12,15,51.0,10.8,14.2,25.2,"£38,422"
926,6909,136202,Secondary,56,20,23,48.3,14.8,17.1,18.5,"£40,683"
306,6910,136203,Secondary,65,9,15,61.2,7.7,12.8,13.6,"£45,695"
926,6910,136204,Secondary,76,24,25,72.8,22.6,23.0,15.5,"£39,124"
886,6920,136205,Secondary,65,15,19,60.9,13.5,17.8,22.1,"£44,991"
839,6907,136206,Secondary,52,11,16,48.0,8.7,13.5,14.9,"£43,486"
318,6907,136208,Secondary,62,13,15,60.5,12.4,14.4,15.3,"£47,078"
330,6910,136213,Secondary,43,9,23,42.3,8.9,22.5,14.2,"£43,455"
925,6911,136217,Secondary,66,27,27,63.3,25.9,24.0,15.8,"£40,124"
340,3365,136222,Primary,12,13,4,10.6,10.5,3.4,20.2,"£43,755"
353,3509,136223,Primary,21,18,6,19.0,15.6,5.2,23.6,"£42,737"
892,3332,136232,Primary,28,21,5,22.6,18.9,4.4,17.6,"£37,699"
873,3946,136241,Primary,23,26,19,20.1,18.2,12.1,23.3,"£41,202"
886,3920,136251,Primary,14,16,4,10.6,11.7,3.9,19.8,"£38,791"
393,7007,136252,Not applicable,21,58,3,19.1,51.8,2.9,7.6,"£42,842"
